tag_id,tag_name_kor,tag_name_eng,tag_description
163,클라이밍,Ladder Climbing,"첫 번째 플레이어가 카드를 한 장, 혹은 서로 연관된 규칙이 있는 카드를 여러 장 내려 놓습니다. 이어서 그 다음 플레이어부터는 앞에서 내려 놓은 카드와 규칙은 동일하지만, 가치는 같거나 더 높은 카드를 내려 놓아야 합니다. 이 규칙에 따라 가장 가치가 높은 카드를 내려 놓은 플레이어가 다음 클라이밍 라운드에서 첫 번째 플레이어가 되어, 카드를 어떤 규칙에 따라 내려 놓을지 결정할 수 있습니다.클라이밍 메커니즘은 동아시아 고전 게임에서 유래했으며, 오늘날에는 <티츄>나 <달무티> 같은 게임에서 찾아볼 수 있습니다."
164,겹쳐 놓기,Layering,"겹쳐 놓기 메커니즘은 구성물 위에 다른 구성물을 포개어 올려 놓는 방식을 의미합니다. 구성물은 다양한 방식으로 겹쳐 놓을 수 있습니다. 구성물이 서로 겹쳐져 있다면, 가장 위에 있어 아무 것에도 가려지지 않은 아이콘이나 영역만 활성화된 것입니다.겹쳐 놓기 메커니즘은Patchistory나Smartphone Inc.같은 게임에서 찾아볼 수 있습니다."
165,레거시 게임,Legacy Game,"레거시 게임이란, 이전 게임에서 거둔 결과가 그 뒤에 이어서 할 게임 상황에 영향을 주는 게임을 의미합니다. 이번 게임의 결과가 다음 게임에 영구적이고 돌이킬 수 없는 변화를 가져온다는 점이 레거시 게임의 특징입니다."
166,선 그리기,Line Drawing,"어떤 식으로든 게임을 하는 동안 선을 그리는 행동을 하게 된다면, 선 그리기 메커니즘을 사용했다고 할 수 있습니다. <Sprouts(1967)>에서 사용된 것처럼 대상을 연결하는 선을 그리는 것일 수도 있고, 대상을 구분짓는 선을 그리는 것일 수도 있고, <Dots> 나 <Square-it(1961)>에서 사용된 것처럼 영역을 만들기 위해 선을 그리는 것일 수도 있습니다."
167,시야,Line of Sight,게임말이 특정 지역만 볼 수 있습니다.
168,대출,Loans,플레이어들이 돈을 더 얻기 위해 은행으로부터 대출을 받을 수 있습니다.
169,차례 잃기,Lose a Turn,"'차례 잃기'는 다양한 메커니즘을 포괄하는 메커니즘입니다. 다양한 차례 구조에 적용될 수 있는데, 차례를 잃은 플레이어는 반드시 자신의 다음 차례를 진행하지 않고 넘겨야 합니다. 이 플레이어는 다음 라운드 또는 다음 자신의 차례가 오기를 기다려야 합니다."
170,만칼라,Mancala,"만칼라 메커니즘을 활용한 전형적인 게임에서, 플레이어들은 한 장소의 토큰들을 집어 든 다음, 특정 방향으로 돌아가면서 하나씩 내려놓습니다. 마지막으로 토큰을 내려놓는 위치가 중요한 역할을 합니다."
171,지도 추가,Map Addition,새로운 영역을 탐험하면서 지도가 추가됩니다. <Mississippi Queen(1997)>이나 <Eclipse(2011)> 같은 게임이 해당됩니다.
172,지도 추가,Map Addtion,새로운 영역을 탐험하면서 지도가 추가됩니다. <Mississippi Queen(1997)>이나 <Eclipse(2011)> 같은 게임이 해당됩니다.
173,지도 변형,Map Deformation,게임을 진행하는 동안 회전 또는 밀기 등의 방법으로 지도가 변형됩니다.
174,지도 축소,Map Reduction,"게임이 진행되면서, 지도가 줄어듭니다."
175,시장,Market,"플레이어들이 시장에서 자원을 사고 팔 수 있습니다. 시장에는 다양한 가격, 수량을 갖는 여러 자원이 있습니다."
176,맞춰서 내기,Matching,"플레이어는 반드시 이전 차례를 진행하며 나온 속성에 맞춰 자신의 차례를 진행해야 합니다. <우노(1971)>, <Crazy Eights>처럼 숫자 또는 색이나 무늬가 일치하도록 카드를 내는 게임이 해당됩니다."
177,실측 이동,Measurement Movement,"게임말이 이동할 때, 자로 실측한 거리를 이동합니다."
178,합쳐서 펼치기,Melding and Splaying,서로 연관이 있는 카드를 모아 합치고 이를 펼쳐놓거나 겹쳐 놓는 방식입니다. 이 과정에서 어떤 카드가 다른 카드에 의해 카드의 특정 부분이 가려지거나 공개되는 식으로 특정한 능력이나 효과 가려지거나 공개될 수 있습니다.
179,기억,Memory,기억할 수 있는 숨겨진 정보를 제공하여 이를 기억하는 플레이어에게 이점을 줍니다
180,미니맵 해결,Minimap Resolution,"갈등이 발생하면, 게임말이 별도의 게임판으로 옮겨져 이를 해결합니다."
181,모듈형 게임판,Modular Board,타일이나 카드를 조합하여 게임판을 만드는 메커니즘입니다.
182,덱 파고들기,Move Through Deck,"플레이어들은 덱을 파고듭니다. 덱을 끝까지 파고드는 것이 게임 목표인<원 덱 던전>, 덱에서 보스를 찾아 물리치는 것이 목표인 <Chainsaw Warrior>, 덱을 파고들다 보면 게임이 종료되는 <Diamant>가 대표적인 게임입니다."
183,이동 포인트,Movement Points,"게임말에 이동에 사용할 수 있는 점수가 부여됩니다. 많은 게임에서 일반적인 메커니즘으로 특히 워 게임에서 많이 찾아볼 수 있습니다. 이런 게임에선 지형에 따라 사용해야 할 이동 포인트가 달라지기도 합니다. 이동 포인트는 게임말이나 특정 지형에 한해 사용된다는 개념이라 ""행동 포인트(Action Points)""와는 구분됩니다. ""행동 포인트(Action Points)""는 플레이어의 행동 전반에 사용되는 개념으로, 행동에는 흔히 ""이동""도 포함됩니다."
184,이동 템플릿,Movement Template,이동 템플릿을 사용해 게임말이 어디로 움직일지를 정하는 방식입니다.
185,게임말 동시 이동,Moving Multiple Units,하나 이상의 게임말을 움직이는 행동입니다.
186,다중 지도,Multiple Maps,특정 지점에서 연결된 여러 개의 지도를 사용하는 게임입니다.
187,다중 입찰 경매,Multiple-Lot Auction,"플레이어들이 연속으로 한 번에 하나의 물품에 입찰하는 대신, 병렬적으로 여러 물품에 동시에 입찰하는 경매를 말합니다. 경매의 실제 형태는 각 경매 메커니즘에 따릅니다.예를들어, Revolution!에서 플레이어들은 동시에 12개의 행동에 비밀 입찰 경매를 시행합니다."
188,서사 / 단락 선택,Narrative Choice / Paragraph,"서사 형태를 통해, 여러 행동 선택지가 플레이어에게 주어집니다.이 메커니즘은 Tales of the Arabian Nights 또는 Above and Below같이, 보통 번호가 붙은 단락이 있는 책으로 구현되거나, 데드 오브 윈터: 크로스로드 게임과 같이 카드로 표현됩니다."
189,협상,Negotiation,플레이어들은 단순한 거래를 넘어 행동 조정에 대해 합의합니다.합의는 구속력이 있을 수도 있고 없을 수도 있습니다. Diplomacy가 후자의 가장 대표적인 예입니다.
190,경로와 네트워크 건설,Network and Route Building,"이 메커니즘 게임은 목적지 사이의 경로로 표현되는 연결된 경로와 교차점의 개발을 담고 있습니다. 이 메커니즘은 단순히 점수를 매기는 것 이상으로, 특별한 행동을 유발하거나 유지비를 요구하는 등의 게임 내 효과를 제공한다는 점에서 ""연결(Connections)"" 메커니즘과는 다릅니다."
191,1회용 능력,Once-Per-Game Abilities,"플레이어들은 게임에서 한 번 사용할 수 있는 특수 능력을 가집니다.이는Warmachine의 'feats'처럼 플레이어들의 고유 능력이거나,Finca에서의 특별 전표처럼 모든 플레이어들이 공통적으로 쓸 수 있는 능력입니다.종종 플레이어들은 게임 중 이 능력을 사용하지 않았다면 추가 승점을 받을 수도 있습니다."
192,명령 카운터,Order Counters,"플레이어들은 지역에 자신의 명령 토큰을 놓습니다. 명령 토큰은 그들이 게임판의 특정 지역에서 어떤 행동을 할 것임을 표시합니다. 모든 토큰이 놓인 후, 플레이어들은 이를 순서에 따라 시행합니다.스타크래프트: 보드게임이 이 메커니즘의 대표적인 예입니다."
193,소유,Ownership,"플레이어들은 개체를 소유하고, 이 개체들로 행동을 수행하고, 다른 사람들이 이를 사용했다면 이득을 얻습니다."
194,종이와 펜,Paper-and-Pencil,"이 메커니즘 게임은 종이와 펜을 사용하여 게임이 진행되는 동안 게임 내에서 발생한 반응이나 특성을 기록하고 저장하기 위해 개발되었고, 게임이 끝날 때 점수를 기록하고 승자를 결정합니다."
195,행동 토큰 넘기기,Passed Action Token,"플레이어들은 하나 이상의 행동 토큰을 가집니다. 행동 토큰을 가진 플레이어들은 차례를 가질 수 있고, 차례를 한 후 토큰을 시계 방향으로 넘깁니다. 그럼 다른 플레이어가 행동을 할 수 있습니다. 행동은 실시간으로 수행됩니다. 차례에는 일시 정지나 체계가 없습니다.보통, 지연을 막고 게임을 계속 진행하게 하기 위해, 게임 내에 여러 개의 행동 토큰이 있고, 여러 토큰들이 한 플레이어에게 멈춰있다면 그 플레이어는 벌칙을 받습니다.Camelot과 Diner가 대표적인 예입니다."
196,패턴 구축,Pattern Building,"플레이어들은 ""퍼즐(Puzzle)"" 카테고리의 게임에서와 같이, 점수를 얻고 행동을 발동시키기 위해 정교한 패턴으로 게임 구성물을 설정해야 합니다.아줄은 이 메커니즘을 사용해 디자인된 현대 게임입니다. ""타일 놓기(Tile Placement)""의 메커니즘은 일반적으로 타일을 연결하여 '특징 완성'을 하기에, 패턴 구축 메커니즘을 포함하는 것으로 볼 수도 있습니다."
197,시간 트랙,Time Track,"이 메커니즘 게임에서는 여러 칸으로 구성된 선형의 ""시간 트랙""이 있습니다. 각 플레이어는 트랙 위에 마커를 놓습니다. 이는 플레이어들이 시간의 흐름속에 어디에 있는지를 표시합니다. 트랙의 출발선에서 멀리 있는 마커는 시간상 더 앞서 있다는 것을 의미합니다.트랙에서 마커가 뒤에 있는 플레이어(""시간에 뒤쳐진"")가 다음 행동을 합니다. 각 행동은 시간을 비용으로 사용합니다. 플레이어의 마커를 해당 비용에 따라 그 숫자만큼 전진시킵니다. 그러고 나서, 마커가 가장 뒤에 있는 플레이어가 행동을 합니다. 같은 플레이어가 연속으로 여러 번의 차례를 가지는 일도 가능합니다."
198,트랙 이동,Track Movement,"이 메커니즘 게임에서는 게임 말이 선형 트랙(꼭 직선일 필요는 없습니다. 곡선이거나, 뒤로 돌아가거나, 순환형태이기도 합니다) 사이에서 이동합니다.백개먼이나 Pachisi의 파생형 같은 고전 게임이나, 현대 보드게임 중에서는 Lewis & Clark: The Expedition이나 생쥐 만세 같은 게임이 그 예시입니다.Tokaido나 Jamaica같은 단순한 변형이나, Flamme Rouge, Downforce, Monza와 같은 경주 게임의 제한된 너비의 트랙 등도 이 메커니즘에 포함됩니다."
199,거래,Trading,이런 게임에서 플레이어들은 시장 등을 통하는 게 아니라 직접적으로 자산을 거래합니다.
200,배신자 게임,Traitor Game,"배신자 게임은 팀 게임들이나, 배신 메커니즘을 갖춘 협력게임 등에서 찾아볼 수 있습니다. 배신자는 보통 플레이어들의 실패 조건을 발동시킴으로서 승리합니다. 배신자 게임은 게임 시작 시 비밀 정체를 가지고 시작하나, 게임 중 밝혀지는 배신자가 있는 것이 특징입니다."
201,트릭테이킹,Trick-tacking,"플레이어들은 몇 번의 라운드 동안 손에 있는 카드를 테이블 위에 놓습니다. 그리고 이렇게 만들어진 각 ""트릭""을 개별적으로 평가하여 승자를 결정하거나 다른 잠재적 효과를 적용합니다.트릭을 얻는 가장 일반적인 방법은 이번 라운드에 가장 먼저 놓인(리드 수트) 수트의 가장 높은 가치의 카드를 내는 것입니다. 그러나 많은 고전 카드게임들은 ""트럼프"" 시스템을 사용합니다(특정 카드나, 보통 지정된 수트를 가진 카드가 놓이면, 트릭을 가져가는 시스템입니다. 가끔 트럼프 수트를 결정하기 위해 입찰 라운드를 가지는 경우도 있습닏니다.많은 트릭테이킹 게임(전부는 아닙니다)에서 플레이어들은 ""이어지는 수트""를 내야하는데, 보통 가지고 있다면 리드 슈트의 카드를 내야합니다. 맞는 카드가 없다면, 손에 있는 다른 카드를 내야합니다."
202,패턴 이동,Pattern Movement,기물들이 특별한 패턴에 따라 게임판 격자에서 이동합니다.체스나 장기같은 클래식 게임들이 이 메커니즘을 사용합니다. 현대 보드게임 중에서는 Duke가 대표적입니다.
203,패턴 인식,Pattern Recognition,"플레이어들은 이미 알려졌거나 게임 구성물로 새로이 만들어진 패턴을 인지하여 목적을 달성하고 게임에서 승리해야 합니다. 예를 들어 보통 색상이나 기호를 가진 마커가 보드판에 특정 위치에 놓이거나, 다른 마커와 연결되어 추상적이고 의미 있는 패턴을 형성합니다. 플레이어들은 이 패턴의 의미를 결정하기 위해 연역적 추론을 해야합니다."
204,물리적 제거,Physical Removal,"기물들을 구조물에서 제거해 나갑니다. 게임 진행은 이렇게 떨어지는 물건들(Ker Plunk)이나, 구조물의 완벽한 붕괴(Zenga)에 의해 영향을 받습니다."
205,수령과 배달,Pick-up and Deliver,"이 메커니즘 게임에서 플레이어들은 상품 또는 물품을 게임판의 한 장소에서 수령하고, 그것을 게임판의 다른 장소로 가져가야 합니다. 물품의 최초 위치는 사전에 결정되거나 무작위로 결정됩니다. 상품을 배달하면 플레이어들은 더 많은 행동을 할 수 있는 돈을 얻게 됩니다. 대부분의 경우, 물품이 어디로 가야하는지 결정하는 규칙이나 다른 메커니즘을 포함합니다.Empire Builder는 1980년에 나와 지금까지 유명한 클래식한 수령과 배달 메커니즘 게임입니다. 이 게임에서 플레이어는 도시 사이에 철도를 건설하고, 이 철도 사이로 기차를 움직입니다. 플레이어들은 특정 도시가 특정 상품을 요구하는 계약서를 갖습니다. 이 계약을 충족시키기 위해, 플레이어는 해당 물품을 갖고 있는 도시로 여행하고, 그 상품을 수령하고, 목적지로 배달해야 합니다. 플레이어가 계약서를 완료하면, 플레이어는 계약서에 쓰여있는 돈을 받습니다."
206,지도 조각,Pieces as Map,"각 조각들은 전체 지도를 구성합니다.이 게임은 맵 구성요소가 놓인 후에도 여전히 '조각'으로 남아 게임 메커니즘의 대표성을 가진다는 측면에서 ""타일 놓기(Tile Placement)"" 메커니즘과 구별됩니다.초기 게임들로는 Hive와 Maelstrom이 있습니다."
207,플레이어 탈락,Player Elimination,"플레이어들이 게임에서 탈락할 수 있습니다. 탈락한 플레이어는 더 이상 게임에 참여할 수 없습니다.몇몇 게임에서는 탈락한 플레이어의 소지품도 게임에서 함께 제거됩니다; 다른 게임들에서는 여전히 중립 물품으로 남는 경우도 있습니다(예시: 탈락한 플레이어의 군대와 도시가 제거되는 경우도 있지만, 탈락한 후 중립 군대와 도시로 남는 경우도 있습니다)."
208,플레이어 심판,Player Judge,한 플레이어가 심판관이 되어 행동의 결과를 결정합니다.보통 파티게임에서 흔히 쓰이는 메커니즘입니다. 예시: Apples to Apples나 Cards Against Humanity.
209,지점 이동,Point to Point Movement,"지점 이동 메커니즘을 선택한 보드게임의 게임판에는 마커나 피규어를 놓을 수 있는 특정한 장소, 예를 들어 도시같은 곳이 있습니다. 이러한 지점들은 보통 선으로 연결되어 있고 이동은 이러한 선을 따라 이루어집니다. 두 지점이 단순히 옆에 있거나 가깝다는 것으로 연결된 것이 아닙니다. 두 지점 사이에 연결된 선이 없다면 상호 지점으로 직접 이동할 수는 없습니다."
210,예상 입찰,Predictive Bid,"플레이어들은 게임에서 미래에 무엇을 할 것인가를 예측하고, 예측이 얼마나 맞았는지에 기반하여 점수를 얻습니다.이는 Bridge, Spades나 Sluff Off! 같은 트릭 테이킹 게임에서 자주 보입니다. 이는 또한 Dune에서도 뚜렷이 나타나는데, Bene Gesserit 플레이어는 상대방이 특정 차례에 얼마나 점수를 얻을 것인지 성공적으로 예측하여 그 플레이어에게 점수를 빼앗아 올 수 있습니다."
211,죄수의 딜레마,Prisoner's Dilemma,"각 플레이어는 협력할지, 배신할지를 선택합니다. 두 플레이어가 모두 협력했을 때 얻는 총 보상이 가장 크지만, 한 명이 배신하고 한 명이 협력을 택한다면 배신자는 혼자 큰 보상을 얻게 됩니다."
212,프로그램된 이동,Programmed Movement,플레이어들은 동시에 이동 계획을 프로그램합니다. 그 후 동시에 공개하고 실행합니다. 이 방식은 게임을 혼돈으로 끌고가는 경향이 있습니다. 공간과 순서를 잘 파악하는 사람들이 유리합니다.
213,운 시험 게임,Push Your Luck,"상당히 무작위적이거나 운에 의거한 보상이 있는 게임에서, 플레이어들은 이미 얻은 이득에 만족할 것인지, 미래의 더 큰 보상을 위해 얻은 걸 다 걸 것인지를 결정해야 합니다. 운 시험 게임은 TV 프로그램 ""press-your-luck""으로 잘 알려져 있습니다."
214,경주,Race,"먼저 핵심 목표를 달성한 첫 플레이어가 승리합니다. 보통 트랙의 끝에 다다른 첫 플레이어를 승자로 삼는 것으로 표현되는데, 고정된 목표을 가진 게임이라면 어떤 종류든지 경주 메커니즘 게임으로서 자격이 있습니다. 예를 들어, 어떤 플레이어가 10점에 도달하기 위해 경주하는 카탄도 경주 메커니즘 게임의 예시입니다."
215,무작위 생산,Random Production,자원들이 무작위 과정으로 생산되어 자격을 갖춘 플레이어들에게 분배됩니다. 카탄과 Crude: The Oil Game이 초기 형태의 이 메커니즘에 기반한 게임입니다.
216,비율 / 전투 결과표,Ratio / Combat Results Table,"유닛간의 전투를 해결하는 많은 전쟁 보드게임에서, 공격자와 방어자는 그 전투에 관여한 모든 유닛의 전투력을 모두 더합니다. 이는 공격자와 방어자 사이의 비율로 표시되고, ""전투 결과표(CRT)""에 연동되어 사용됩니다. 그러고 나서 주사위를 굴려 최종 전투 결과를 결정합니다."
217,재굴림과 잠금,Re-rolling and Locking,"게임에서 주사위를 재굴림하거나, 재굴림을 방지하기 위해 잠글 수 있습니다.Yahtzee와 Cosmic Wimpout이 이 메커니즘의 초기 예시입니다. 더 많은 최근 게임들이 ""잠금""의 요소를 포함하고 있는데, 어떤 주사위들은 다시 굴리는 것이 금지됩니다. Zombie Dice와 Escape: The Curse of the Temple에 이런 예시가 있습니다."
218,실시간,Real-TIme,이 메커니즘 게임에는 차례가 없습니다. 플레이어들은 어떤 제약 하에서 게임 또는 단계가 끝날때까지 가능한 한 빠르게 플레이합니다.
219,상대적 이동,Relative Movement,"유닛들의 이전 움직임은 추적되지 않습니다. 오직 그들의 상대적 위치만이 중요합니다.이 메커니즘은 경주 게임에서 분화된 메커니즘입니다. Formula Motor나 Racing RoadKill이 대표적인 게임이고, 다른 테마로는 상어에게 도망치는 Get Bit! 같은 게임이 있습니다."
220,자원 소모 이동,Resource to Move,플레이어들은 자원을 소모하여 이동합니다.
221,가위바위보,Rock-Paper-Scissors,"3가지 선택지가 있습니다. 3가지는 순환적으로 상성 우위를 가집니다(A가 B를 이기고, B가 C를 이기고, C는 A를 이깁니다)."
222,롤플레잉,Role Playing,어떤 게임들은 롤플레잉 요소를 포함합니다. 플레이어들이 시간이 지날수록 성장하는 캐릭터들을 조종하는 것은 그러한 요소 중 하나입니다. 스토리텔링을 중심으로 진행하는 게임도 롤플레잉 게임이 될 수 있습니다. 롤플레잉 메커니즘은 가변적 플레이어 능력 메커니즘에서 확장된 것이라고 볼 수 있습니다.
223,비대칭 역할 정보,Role with Asymmetric Information,한 명 이상의 플레이어가 게임 시작 시 자신의 역할과 그에 따른 서로 다른 승리조건을 배정받습니다. 그리고 게임 상태에 대해서도 서로 다른 시작 정보를 받습니다.
224,굴림 / 돌림 이동,Roll / Spin and Move,굴림/돌림 이동 게임에서 플레이어들은 주사위를 굴리거나 돌림판을 돌려서 결정된 숫자에 따라 말을 이동합니다.이 용어는 게임을 하며 생각할 필요가 없는 게임이라는 것을 은연중에 언급하는 비판적인 용도로 사용됩니다. 그러나 백개먼 같은 굴림 이동 게임은 전략적 요소를 포함하고 있습니다.
225,론델,Rondel,"게임에서 사용 가능한 행동이 원 안에 쐐기 모양 파이 형태로 표시되어 있습니다. 각 플레이어는 하나 이상의 토큰을 ""론델 쐐기""에 놓습니다. 자신의 차례에, 플레이어는 자신의 토큰을 론델 원 안에서 이동시켜 멈춘 쐐기에 표시된 행동을 합니다. 일반적으로, 론델 안에서 추가 이동을 하기 위해서는 비용이 필요합니다."
226,시나리오 / 임무 / 캠페인 게임,Scenario / Mission / Campaign Game,"다양한 지도와 시작 자원 및 위치, 심지어 서로 다른 승리와 패배 조건이 적용될 수 있는 게임 시스템입니다. 이 다양한 조건들은 더 큰 규모의 이야기나 캠페인 속에서 조합될 수도 있고, 전반적으로 각자가 연결되지 않을 수도 있습니다."
227,다회 점수 합산 게임,Score-and-Reset Game,"종료 조건에 도달할 때까지 게임을 플레이하고 점수를 기록한 다음, 게임을 다시 처음으로 돌려 한번 이상의 추가 라운드를 진행합니다. 몇 번의 라운드가 끝난 후 게임이 종료되고, 각 라운드의 점수를 합산하여 승자를결정합니다."
228,비밀 유닛 배치,Secret Unit Deployment,"비밀 유닛 배치 게임은 숨겨진 정보를 포함하는 게임입니다. 게임 말을 조종하는 플레이어만 말에 대해 본질과 소재에 이르기까지의 완벽한 정보를 가지고 있습니다. 이 메커니즘은 전쟁 게임에서 ""전장의 안개(fog of war)""를 구현하기 위해 사용됩니다."
229,선택 순서 입찰,Selection Order Bid,"선택 순서 입찰은 ""다중 입찰 경매(Multiple-Lot Auction)""의 한 종류인데, 플레이어들이 물품 그 자체에 대해 입찰하지 않고, 물품을 ""드래프트(Drafting)""할 때의 순서에 대해 입찰하는 경매입니다. 입찰 비용이 커지면 플레이어는 패스를 선언하고 후순위를 선택할 수 있습니다. 몇몇 경우에는, 모든 플레이어들이 입찰한 금액을 전부 지불해야 하고, 일부 게임에서는 입찰금 일부를 회수하는 경우도 있습니다."
230,준협력 게임,Semi-Cooperative Game,게임 내에서 각 플레이어들이 공통 목표를 달성하기 위해 협력하면서 동시에 경쟁하기도 하는 게임을 말합니다. 준협력게임으로 분류되려면 종료 조건에 아래 두 요소가 있어야 합니다.A) 한 명 이상의(그러나 모두는 아닌) 플레이어가 같이 승리할 수 있어야 합니다.B) 아무도 이기지 못하는 경우가 있어야 합니다.
231,세트 모으기,Set Collection,아이템의 가치가 세트의 부분이 되는 것에 따라 달라집니다. 예를 들어 아이템의 일정 양 또는 다양성의 집합에 따라 점수를 얻을 수 있습니다.
232,시뮬레이션,Simulation,시뮬레이션 게임은 실제 사건이나 상황을 모델로 만들어졌습니다.
233,동시 행동 선택,Simultaneous Action Selection,"플레이어들은 동시에, 그리고 비밀리에 자신의 차례를 계획합니다. 그러고 나서 동시에 자신의 계획을 공개합니다."
234,노래,Singing,노래 메커니즘을 사용한 게임에서 플레이어들은 게임의 요구사항을 달성하기 위해 친숙한 노래를 부르거나 흥얼거려야 합니다.
235,단독 패배 게임,Single Loser Game,한 플레이어가 패배할 때 게임이 종료되는 게임입니다.
236,밀기,Slide / Push,플레이어들은 토큰을 밀거나 미끄러뜨립니다. 그 앞에 놓였던 다른 토큰들은 이를 통해 다시 밀릴 수 있습니다.
237,1인용 게임,Solo / Solitaire Game,"혼자 게임을 하도록 설계된 게임이거나, 그러한 게임 모드를 포함한 게임을 말합니다.원래 2인 이상 게임이나, 플레이어가 실력을 향상시키기 위해 두개 이상의 진영을 플레이할 수 있는 게임은 이에 포함되지 않습니다(보통전쟁 게임플레이어나체스플레이어들 중에 이러한 경우가 많습니다)."
238,빨리 맞추기,Speed Matching,"보통 카드를 뒤집어서 패턴을 공개합니다. 그러면 플레이어들은 테이블에 있는 다른 게임 구성물들과 연결되는 것을 먼저 찾거나, 그러한 연결이 존재하는지를 찾아야 합니다."
239,사각 격자,Square Grid,"게임 말이 사각형으로 이루어진 바둑판무늬의 게임판에 놓이고, 이 게임판은 인접함을 판정하거나 또는 이동을 위해 사용됩니다."
240,쌓기와 균형 잡기,Stacking and Balancing,"게임 말을 물리적으로 쌓고, 균형을 맞춰야 합니다."
241,수치 확인 및 해결,Stat Check Resolution,"테스트를 통과하기 위해 요구되는 수치가 있습니다. 무작위 수치(카드 뽑기, 주사위 굴림 등으로)가 생성되고, 이를 목표와 비교합니다. 이 숫자가 목표에 일치하거나 초과하면, 행동에 성공합니다."
242,포획,Static Capture,게임 말이 있는 칸에 다른 말이 들어오거나 지나가면서 해당 말을 포획할 수 있는 게임입니다.
243,주식 보유,Stock Holding,"주식 보유 게임은 ""투자(Investment)"" 게임의 하위 카테고리로, 플레이어들이 회사, 상품, 국가와 같은 전체 자산의 규정된 지분을 구매하거나 팔 수 있는 게임입니다. 주식 보유로 ""소유(Ownership)""의 특권을 얻을 수도 있습니다."
244,투자,Investment,"투자 게임에서 플레이어들은 기업 지분의 일부를 갖습니다.게임 메커니즘에 있어 투자와""소유(Ownership)"" 사이의 차이는, 플레이어가 투자를 통해 얻는 것이 다르다는 점에 있습니다. 투자 게임에서 일반적으로 플레이어는 자신의 투자를 통해 돈이나 점수를 얻을 뿐, 특수 행동을 얻을 수는 없습니다.Acquire는 투자 메커니즘을 도입한 초기 작품입니다."
245,스토리텔링,Storytelling,"스토리텔링 게임에서 플레이어는 플레이어의 이야기에 통합되어야 하는 개념적이고 글과 그림으로 구성된 자극을 받습니다. 옛날 옛적에(Once Upon a Time)는 단어를 선택하는 방식을 사용하고, Rory's Story Cubes는 모호한 상징들을 사용합니다. Snake Oil과 Big Idea같은 게임들은 플레이어들이 짧은 스토리나 삽화를 가진 상품을 선전하도록 유도합니다."
246,단판 승부 게임,Sudden Death Ending,"동점인 경우, 단판 승부 규칙이 발동되어 플레이어가 특정 조건을 성취하여 게임이 종료될 때까지 게임을 계속하는 방식을 말합니다."
247,치고받기,Take That,"경쟁적인 전략으로 상대방의 승리를 향한 진행을 직접적으로 공격하지만, 상대방을 표현하는 캐릭터나 구성물을 게임에서 제거하지는 않는 형태의 게임입니다. 이 메커니즘은 상대방의 자원, 행동, 기술 등을 훔치거나, 무효화하거나, 강제로 버리게 하는 것을 포함합니다. 치고받기 메커니즘은 종종 비교적 짧은 기간에도 플레이어들의 세력 구도를 극적으로 뒤바꾸는 결과를 가져오기도 합니다."
248,목표 단서,Targeted Clues,한 플레이어는 전체 플레이어가 아닌 그가 원하는 플레이어 답을 추론할 수 있는 단서를 줍니다.
249,팀전 게임,Team-Based Game,"팀전 게임에서 플레이어들의 팀은 승리를 얻기 위해 다른 팀과 경쟁합니다. 사용가능한 팀의 구조는 다양한데, 2:2나 3:3처럼 대칭적인 팀일수도 있고, 2:2:2 처럼 다중 상대 구조일 수도 있으며, 1대 다수인 경우도 있습니다."
250,기술 트리 / 기술 트랙,Tech Tree / Tech Tracks,"게임 과정에서, 새로운 행동이 특별한 플레이어들에게 가능하거나, 존재하는 행동이 향상됩니다. 이러한 것은 보통 기술이라고 칭해지는데, 꼭 그 용어일 필요는 없습니다."
251,3차원 이동,Three Dimensional Movement,게임말의 위치 및 이동이 3차원 공간에서 이루어집니다. 다층 게임 공간이나 평면(2차원) 게임 공간의 위 또는 아래에 높이를 표시하는 표시말이나 토큰 등으로 표현됩니다.
252,타일 놓기,Tile Placement,"타일 놓기 게임은 점수를 얻거나 능력을 발동하기 위해 타일 조각을 놓는 것이 특징입니다. 이러한 점수나 능력은 타일의 집합 또는 인접한 타일들에 기반하여 발동합니다. 그리고 색상, 특징 완성, 타일 집합의 크기 같은 비공간적 특성도 참조합니다.타일 놓기 게임의 전통적인 예시로는 카르카손이 있습니다. 카르카손에서 플레이어들은 무작위로 타일을 뽑은 후, 그 타일을 다른 타일에 붙여서 놓고 방금 놓은 타일 위해 미플(meeple)을 놓을 수 있는 기회를 가집니다."
253,주도권 싸움,Tug of War,마커가 중립 위치에서 시작해 트랙에서 앞뒤로 이동합니다.Twilight Struggle에서는 승리를 결정하는 방법으로 이를 사용합니다. 또한 어떤 플레이어가 트랙의 끝에 다다르면 바로 종료되는 단판 승리 메커니즘을 표시하기 위해 사용합니다.Churchill에서는 3명의 플레이어 사이의 주도권 싸움을 표시합니다. 이는 게임 중에 논의된 논점들을 해결하기 위해 사용됩니다.
254,차례 순서 : 경매,Turn Order : Auction,플레이어들은 차례 순서를 결정하기 위해 입찰합니다. 다양한 경매 방법이 사용될 수 있습니다.
255,차례 순서 : 획득 행동,Turn Order : Claim Action,"각 라운드에 시작 플레이어가 있고, 시작 플레이어부터 시계방향으로 차례를 가집니다. 이 때, 행동 중에 다음 라운드의 차례 순서를 결정할 수 있는(일반적으로 시작 플레이어가 되는 것이지만, 항상 그런것은 아닙니다) 행동이 있습니다. 아무도 이 행동을 하지 않는다면, 차례 순서는 바뀌지 않습니다."
