game_id,game_title_eng,game_title_kor,game_time,game_min_player,game_max_player,game_detail,game_evaluation
159,Circus Flohcati,벼룩서커스,15,3,5,"벼룩서커스는 빠르고 재미있는 카드 게임입니다. 플레이어들은 서커스 축제에서 볼 수 있는 다양한 쇼를 감상할 수 있는 카드를 모으는 도전에 도전합니다. 게임은 다양한 동물, 트릭, 그리고 관객을 모으는데 중점을 두고 있으며, 수집된 카드의 종류와 수에 따라 점수가 다르게 산출됩니다. 플레이어들은 자신의 차례에 카드를 드로우하거나 디스플레이에 있는 카드를 선택할 수 있으며, 새로운 카드를 선택하면 이전의 카드들을 모두 잃게 됩니다. 결국 가장 많은 점수를 모은 플레이어가 승리합니다.","'벼룩서커스'에 대한 사용자들의 평가를 종합해본 결과, 대체로 긍정적인 반응을 보이고 있습니다. 게임의 진행은 빠르면서도 전략적인 결정을 필요로 하기에 매우 재미있다는 의견이 많았습니다. 특히 카드를 선택하고 수집하는 과정에서 느껴지는 즐거움과 두근거림, 안정적인 재료 품질과 아기자기한 그래픽에 대한 호평도 있었습니다. 하지만 일부 사용자들은 게임의 운 요소가 강하다는 점, 짧은 플레이 시간, 게임 룰의 단순함 등을 지적하며 개선이 필요하다는 의견을 제시하였습니다."
160,Dream Home,드림홈,30,2,4,"""드림홈""은 2-4명이 참여하는 패밀리 보드게임입니다. 게임에는 12 라운드가 있으며, 각각의 라운드에서 플레이어들은 카드를 선택하고 자신의 집을 꾸며 가면서 여러가지 요소들을 잘 조합해 나가야 합니다. 각방에는 창문, 특화실, 오브젝트 카드 등을 배치할 수 있습니다. 또한, 특별한 이벤트 카드를 이용해 공간을 좀 더 효과적으로 관리하거나 다른 플레이어들에게 방해를 가할 수도 있습니다. 게임은 꾸민 집의 점수를 합산하면서 끝나며, 가장 높은 점수를 얻은 플레이어가 승리하게 됩니다.","드림홈 보드게임에 대한 다양한 사용자 평가를 보니, 전체적으로 아주 잘 만들어진 가족 게임이라고 평가받고 있습니다. 게임 규칙이 간단하여 아이들과 함께 즐기기 좋고, 집을 꾸미는 주제가 참신하다는 의견이 많습니다. 또한, 세세하게 잘 디자인된 게임 요소들이 게임의 체험 느낌을 높여준다는 점도 자주 언급되었습니다. 그러나 몇몇 사용자들은 점수 계산이 다소 복잡하다는 단점을 지적하기도 했습니다."
161,startups,스타트업스,20,3,7,"""스타트업스""는 세계적으로 유명한 보드게임 디자이너 오인영이 만든 카드게임입니다. 각 플레이어는 자신이 투자한  스타트업 회사가 가장 많이 성장하도록 조절하는 역할을 합니다. 게임은 각 플레이어가 차례로 한 장의 카드를 가져가거나, 동전을 얻는 방식으로 진행됩니다. 주식 카드는 각각 다른 가치와 수량을 가지고 있으며, 가장 많은 주식을 가진 플레이어만이 그 주식의 점수를 얻을 수 있습니다. 게임의 목표는 가장 많은 돈을 모으는 것입니다. 추상적인 정치와 전략이 결합된 이 게임은 다양한 연령층이 즐길 수 있습니다.","스타트업스는 전략적인 생각과 예측 능력을 요구하는 보드게임입니다. 대부분의 사용자들은 게임의 규칙이 간단하면서도 전략적인 요소가 강하다는 점를 매우 좋아했습니다. 차례에 따른 정교한 전략을 짜야한다는 접근성과 동시에 깊이감이 높다는 평가를 받았습니다. 다만, 때때로 불확실성 요소가 게임의 결과를 좌우하는 경우가 있어, 일부 사용자들로부터는 운이 너무 크게 작용한다는 지적도 있었습니다. 전반적으로, 스타트업스는 친구들이 모여 전략적인 결정을 내리며 즐길 수 있는 게임이라는 의견이 많았습니다."
162,Mr. Jack in New York,미스터잭 인 뉴욕,40,2,2,"미스터잭 인 뉴욕은 두 명의 플레이어가 형사와 콜린스 씨로서 각각 역할을 맡아, 맵 상에 배치된 캐릭터들을 통해 8턴 안에 콜린스 씨를 찾거나 숨기는 전략 추리 보드게임입니다. 뉴욕이라는 도시를 배경으로 주요 장소(스타튜 오프 리버티, 센트럴 파크 등)와 이동 수단(타시, 배 등)을 활용한 전략이 중요하며, 게임은 치밀한 전략과 숨고 피하는 전략이 조화를 이루어야 합니다. 동시에 플레이어의 추리 능력을 시험하며, 다양한 캐릭터 카드와 스킬도 게임의 팽팽한 긴장감을 더합니다.","미스터잭 인 뉴욕 게임에 대한 사용자들의 반응을 살펴보면, 전반적으로 게임동안 장소와 캐릭터를 둘러싼 Tactics 다를 수 있는 전략과 신중함이 요구된다는 점에서 만족도가 높았습니다. 팀플레이와 유머감각이 중요하다고 하며, 그림과 디자인에 대한 칭찬도 많습니다. 이 게임은 두 명 이상의 플레이어가 필요하므로 친구나 가족과 함께 즐길 수 있는 장점도 있다는 의견이 많았습니다. 하지만 초기 설정이 다소 복잡하다는 단점을 지적하는 사람들도 있었습니다."
163,Rummikub Korean,루미큐브 한글,20,2,4,"루미큐브 한글은 미니 소책자 모양의 카드가 인상적인 보드게임으로, 숫자를 이어서 세트를 만드는 전통적인 루미큐브의 원칙을 따르지만, 이 게임에서는 글자를 이어서 단어를 만듭니다. 각각의 플레이어는 라운드의 시작에서 14개의 타일을 받고, 차례가 돌아오면 새 단어를 만들어야 합니다. 또는 기존 단어를 확장하거나 추가로 이동, 변형할 수 있습니다. 단어를 만드는 데 사용되는 글자의 수에 따라 점수화하며, 먼저 자신의 모든 타일을 사용하는 사람이 승리합니다.","루미큐브 한글은 가족과 친구들과 함께 즐기기 좋아 많은 분들이 높이 평가하고 있습니다. 고유의 룰과 전략을 통해 두뇌를 자극하며, 적절한 행운 요소가 우연의 재미를 더합니다. 한글 타일을 사용하는 것이 독특하고 흥미롭다는 의견이 많으며, 이를 통해 한글에 대한 이해를 높이는 기회가 된다는 긍정적인 평가가 있습니다. 하지만, 규칙이 다소 복잡하고 초반 진입 장벽이 있어 초보자들이 어렵게 느끼기도 한다는 의견도 있습니다. 따라서, 설명서 개선이 필요하다는 의견이 일부 섞여 있습니다."
164,Thematik,테마틱,15,2,10,"""테마틱""은 플레이어들이 특정 테마에 따라 다양한 조치를 취하고 전략을 세우는 보드게임입니다. 주요 메커니즘은 플레이어 간의 협력, 경쟁, 거래, 그리고 리소스 관리를 기반으로 합니다. 플레이어들은 자신들의 목표를 달성하기 위해 이런 메커니즘을 활용하고, 게임 내의 테마에 따라 다양한 시나리오를 만들어나갑니다. 따라서 각 파트에 따라 서로 다른 전략과 결정이 요구되어 전략적인 사고와 유연성을 필요로 합니다.",테마틱은 매우 매력적인 전략 보드게임입니다. 사용자들의 많은 평가에서 그 창의적인 주제와 더불어 깊이 있는 전략적 요소를 높이 평가하였습니다. 단순함 속에서도 복잡한 전략을 요구하는 게임 룰이 많은 플레이어들에게 인기를 끌었습니다. 또한 고품질의 게임 재료와 세세하게 고려된 디자인은 사용자들로부터 호평을 받았습니다. 그러나 일부 사용자들은 초보자에게는 약간 복잡해 보일 수 있다는 단점을 제기하였습니다.
165,Imhotep,임호텝,40,2,4,"""임호텝""은 플레이어가 고대 이집트의 건축가로 분향하고 몇몇 유명한 건물을 지어나가는 전략 보드게임입니다. 카드를 통해 선박을 이용해 건사물 블럭을 이집트 여러 건축지역으로 옮기며 점수를 얻어나가는 게임입니다. 각 플레이어는 돌을 채석하고 선박에 싣고, 선박을 이동시키는 행동을 선택하며 또한 어떤 선박을 어떤 건축지역에 보낼 것인지 결정하기도 합니다. 전략적인 요소와 운의 요소가 결합된 재밌는 게임입니다.","임호텝 보드게임에 대한 사용자들의 평가를 종합적으로 보면, 이 게임은 높은 전략성과 경쟁 구조를 바탕으로 한 것으로, 많은 사용자들이 좋아하고 있습니다. 다양한 발전 경로와 계획을 세울 수 있는 재미가 있으며, 깊은 전략을 요구하므로 게임에 임할 때마다 사용자들을 새로운 도전으로 이끈다는 점에서 큰 감동을 받았다는 의견이 많았습니다. 또한, 매 라운드마다 바뀌는 보드 패턴 덕분에 무한한 재미를 선사한다며 높은 레이테으을 부여하였습니다. 게임의 디자인 역시 아름답게 제작되어 눈길을 끈다는 평가가 있었습니다. 이러한 기능들 덕분에 게이머들 사이에서 임호텝은 많은 사랑을 받고 있습니다."
166,7 Wonders,세븐원더스,60,2,7,"세븐원더스는 합의 주먹구구식 전략 게임으로 3~7명의 플레이어를 대상으로 합니다. 게임은 3개의 에이지로 이루어져 있으며, 각 라운드에서 플레이어들은 카드를 선택하여 덱을 구성하고 자신의 원더를 건설합니다. 게임을 이기기 위해서는 군사력을 강화하거나 과학, 문화 등 다양한 능력을 키워 포인트를 얻는 등 다양한 전략을 구사해야 합니다. 결국, 가장 많은 포인트를 획득한 플레이어가 게임에서 승리하게 됩니다. 게임의 랜덤성과 전략적인 요소가 어우러져 매번 새로운 게임 경험을 제공합니다.","""세븐원더스""에 대한 사용자들의 평가를 종합해 보았을 때, 상당히 긍정적인 반응을 확인할 수 있었습니다. 특히 그들은 복잡한 전략이 필요없이 쉽게 즐길 수 있다는 점, 다양한 전략을 통해 승리할 수 있다는 점, 그리고 짧은 플레이 시간에도 불구하고 만족감을 느낄 수 있다는 점을 강조하였습니다. 또한, 많은 사람들이 재미있게 즐길 수 있는 것이 장점이라고 여겼으며, 아름다운 아트워크에 대한 찬사도 놓치지 않았습니다."
167,MasKmen,마스크맨,20,2,6,"""마스크맨""은 세 명의 마스크맨 팀을 이용하여 손아귀 대결에서 승리하는 카드 게임입니다. 각 플레이어는 3가지 종류의 패를 가지고 시작하며, 각 패는 다음 패를 이길 수 있습니다. 고유한 능력을 나타내는 3가지 마스크맨 각각을 직접 컨트롤합니다. 원하는 순서로 패를 냄으로써 상대를 이길 수 있습니다. 플레이어들은 손아귀 승패를 결정하는 과정에서 각 마스크맨의 특수 능력을 조작할 수 있습니다. 이 게임은 전략적 사고와 심화된 사고를 필요로 합니다.","마스크맨은 사용자들로부터 많은 극찬을 받았습니다. 그들은 이 게임이 선수들의 다양한 전략을 적용하며 적절한 시기에 사용하는 즐거움을 선사한다고 말했습니다. 또한, 화려한 아트워크와 독특한 테마는 선택의 중요성과 경쟁의 즐거움을 더욱 강조하였습니다. 게임 진행 시간이 짧고 규칙이 간단하여 누구나 쉽게 즐길 수 있다는 장점도 있습니다. 그러나 일부 사용자들은 게임의 결과가 너무 운에 기반하다는 단점을 지적하기도 했습니다."
168,Tarantel Tango,타란툴라탱고,15,2,5,"타란툴라탱고는 빠른 반응과 진행방향 파악이 중요한 게임입니다. 참가자들은 동물 카드를 빠르게 내면서, 동일한 동물이 나오면 그 동물의 소리를 내야 합니다. 하지만 타란툴라 카드가 나오면 모든 참가자들은 ""탱고!""라고 외쳐야 합니다. 또한 특정 카드는 플레이 방향을 뒤집거나, 다음 참가자들이 카드를 더 내야 하는 등의 효과를 가지고 있습니다. 경기는 카드를 가장 먼저 모두 소진한 참가자가 승리하게 됩니다.","타란툴라탱고는 참여자들에게는 크게 인기가 있지만, 일부 사용자들에게는 미지근한 반응을 보이는 제품입니다. 상당수의 플레이어들은 그 생생한 그래픽과 살짝 긴장감을 높이는 게임 진행 방식을 즐기며, 파티나 모임 때 가볍게 즐길 수 있는 보드게임이라고 평가했습니다. 하지만 일부 사용자들은 게임의 룰이 다소 복잡하고, 빠른 반응을 요구하기 때문에 초보자들에게는 높은 진입장벽이 있을 수 있다고 지적했습니다. 또한, 일부 사용자들은 게임의 재미가 사람들의 반응에 크게 좌우된다는 것을 단점으로 지적했습니다."
169,Brain Storm,브레인스톰,15,2,10,"브레인스톰은 창의력과 추측 능력을 중심으로 한 보드게임입니다. 게임은 문제 카드를 추출하고, 그에 대한 가장 창조적인 해결책을 제시하는 방식으로 진행됩니다. 플레이어는 다양한 개념, 이미지, 단어 등을 연관성 있게 결합하여 문제를 해결해야 하며, 그 과정에서 참석자들은 새로운 아이디어를 생산하게 됩니다. 플레이어들의 자유로운 사고 활동을 응원하는 브레인스톰은 창의적 사고를 훈련하는 데 적합한 게임입니다.","브레인스톰 게임에 대한 사용자들의 평가로 볼 때 가장 인상 깊은 점은 창의적 사고를 자극한다는 부분입니다. 많은 사용자들이 이 게임을 통해 시퀀스, 정리, 추론 등 다양한 컨셉들을 배우고 공부할 수 있었다고 언급합니다. 또한, 팀 플레이를 중심으로 구성되어 있어서 사용자들 사이의 친밀감도 증가시킨다는 평이 많습니다. 브레인스톰은 아이디어를 생성하고, 맥락을 이해하며, 다른 사람들과 협력하는 능력을 향상시킬 수 있는 중요한 도구로 인식되었습니다. 하지만 일부 사용자들은 규칙이 복잡하고 이해하기 어렵다는 단점을 제기하였습니다."
170,Twilight Struggle,황혼의투쟁,180,2,2,"'황혼의 투쟁'은 냉전 시대를 배경으로 한 전략 보드게임입니다. 두 플레이어는 각각 미국과 소련을 대표하여 플레이하며, 정치, 경제, 군사적 전략을 통해 세계 영향력을 확장하려 노력합니다. 집중적인 의사 결정을 요구하는 이 게임은 카드 주도형 가상 시뮬레이션을 통해 냉전 시기의 국제 정치 명장면을 재현합니다. 승리를 위해선 턴마다 주어지는 한정된 행동점수를 잘 배분하고 전략적으로 카드를 사용해야 합니다.","황혼의 투쟁은 냉전 시대의 긴장감을 잘 반영한 전략 보드게임으로, 사용자들에게 굉장히 긍정적인 평가를 받았습니다. 게임의 규칙이 다소 복잡하다는 의견이 있지만, 그만큼 상세하고 심도 깊은 스토리와 전략이 로맨틱한 냉전 분위기를 현실적으로 반영하고 있다는 칭찬도 받았습니다. 두 플레이어 간의 심리전이 중요하고 다양한 전략 선택이 가능하기 때문에, 반복적으로 즐길 수 있어 재미있다는 평가도 있습니다. 그러나 초보자에게는 진입 장벽이 높을 수 있어, 조금씩 익숙해지는 것이 중요하다는 의견도 있었습니다."
171,Tikal,티칼,90,2,4,"티칼은 참가자들이 가상의 중앙아메리카 지역을 탐험하며 본인의 팀을 이끌어 포인트를 획득하는 전략 보드게임이다. 참가자들은 턴마다 자신의 행동 포인트를 사용하여 탐험가를 움직이거나 새로운 타일을 추가하고, 플레이어는 고대 유적을 찾고 핵심 지역을 점령하여 가장 많은 포인트를 얻어야 한다. 플레이어들은 자원을 얼마나 효과적으로 다루고, 어떤 유적을 집중적으로 탐색하며 어떤 경로를 선택할지를 결정하여 승리를 쟁취할 수 있다.","티칼에 대한 사용자들의 평가는 전반적으로 긍정적입니다. 플레이어들은 특히 티칼의 전략적인 깊이와 독특한 테마, 세련된 게임 디자인을 꼽습니다. 일부 사용자들은 게임판과 조각의 아름다움에 감탄하며, 가족이나 친구들과의 시간을 보내기 좋은 게임이라고 이야기합니다. 또한, 규칙의 단순함에도 불구하고 많은 전략적 선택을 제공한다는 점을 칭찬하였습니다. 그러나 일부 사용자들은 게임의 페이스가 다소 느린 것이 단점이라고 지적하기도 했습니다."
172,Kuhhandel Master,쿠한델 마스터,60,3,6,"쿠한더리 마스터는 독특한 입찰 및 블러핑 메커니즘을 가진 카드게임입니다. 플레이어들은 동물 카드를 수집하여 최대한 많은 점수를 얻으려 합니다. 경매 중에는 플레이어들이 자신의 돈을 제안하고, 동물을 제시하거나 거래를 시도합니다. 최대 10회의 거래로, 누가 가장 많은 돈을 줄 것인지를 예측하고 블러핑을 활용해 상대를 속여 거래를 유리하게 이끌어갑니다. 동물 카드 집합을 완성한 플레이어가 경기에서 이깁니다.","""쿠한델 마스터""는 많은 사용자들로부터 긍정적인 평가를 받았습니다. 이 게임은 전략적 사고를 필요로하며, 동시에 행운 또한 중요한 역할을 합니다. 또한, 비밀 스파이와 가짜 거래 등을 통해 다른 플레이어들을 혼란에 빠뜨리는 능력을 요구하며, 이는 게임의 난이도를 높입니다. 그럼에도 불구하고, 사용자들은 그 독특한 규칙과 전체적인 재미로 인하여 이 게임을 매우 좋아한다고 답했습니다. 이외에도, 쿠한델 마스터의 고품질의 컴포넌트와 아트워크도 프리즈 건질 만큼 충분히 아름답다고 평가하였습니다."
173,Indian Poker,인디언포커,30,2,6,"인디언포커는 간단하면서도 전략적인 블러핑 보드게임입니다. 각 플레이어는 카드 한 장을 받아 이마에 붙여 다른 사람만 볼 수 있게 합니다. 플레이어는 자신의 카드를 모르지만, 다른 사람의 카드를 보고 판단하여 베팅을 합니다. 게임은 플레이어들이 베팅을 포기하거나, 모든 베팅이 끝난 후 카드를 공개하며, 가장 높은 숫자를 가진 플레이어가 승리하는 방식으로 진행됩니다. 따라서 아는 것이 없는 상태에서 감과 행동이 중요한 게임입니다.",인디언포커에 대한 사용자들의 평가를 살펴보았습니다. 이 게임은 카드 게임에 대한 전략과 친구들과의 재미있는 순간을 만들어주는 요소를 포함하고 있는데 많은 사용자들이 이점을 강조하였습니다. 이 게임의 블러핑 요소가 많은 재미를 선사하여 보드게임 파티에서 인기있는 선택 중 하나라는 의견도 상당히 많았습니다. 그러나 일부 사용자들은 규칙이 다소 복잡하고 플레이어 수에 따라 게임의 재미가 달라진다는 부정적인 평가도 있었습니다. 그럼에도 불구하고 인디언포커는 전략적인 사고를 요구하며 친구들과의 바람직한 교류를 촉진해준다는 점에서 전반적으로 긍정적인 반응을 보이고 있습니다.
174,Ghost Blitz,유령대소동,20,2,8,"""유령대소동""은 카드와 물체를 이용하여 반응 속도와 응용력을 겨루는 보드게임입니다. 각 라운드에서, 카드 한 장이 공개되고 플레이어들은 카드에 보이는 물체 또는 보이지 않는 유일한 물체를 빠르게 잡아야 합니다. 카드에 보이는 물체의 색이 현실의 색과 일치하면 그 물체를 잡고, 모든 물체의 색과 물체가 카드에 보이지 않으면 그것을 잡습니다. 가장 빠르게 올바르게 물체를 잡은 사람이 카드를 얻습니다. 가장 많은 카드를 모은 플레이어가 게임에서 승리합니다.",유령대소동은 가족들과 친구들 사이에서 인기를 끌고 있는 보드게임으로 사용자들의 호평을 받고 있습니다. 그 이유 중 하나로는 규칙이 간단하면서도 집중력과 빠른 반응 능력을 요구하기 때문입니다. 또한 다양한 연령대의 사용자들이 함께 즐길 수 있어 가족 단위의 게임으로 인기를 끌고 있습니다. 일러스트와 디자인 또한 참신하여 사람들의 눈길을 끄는데 기여하고 있습니다. 그러나 일부 사용자들은 지속적인 플레이로 인한 반복성에 대한 지루함을 언급하였습니다. 이를 제외하고는 많은 이들에게 즐거움을 선사하는 유령대소동을 추천합니다.
175,Five Tribes,오부족,60,2,4,"오부족은 전략적인 매너즘이 요구되는 보드게임입니다. 선수들은 서로 경쟁하며 장기 체스와 같은 움직임을 이용해 컬러 코딩된 부족원을 재배치합니다. 이것은 '민족의 이동' 메커니즘이라고도 불리며, 선수들은 움직임을 통해 강력한 조합을 만들거나, 새로운 지역을 점령하거나, 상대의 행동을 방해할 수 있습니다. 손에 든 카드와 화면에 나타난 상황을 잘 활용하면 호감도나 자원을 획득해 승리점을 얻을 수 있으므로 전략적인 사고와 계획이 중요합니다. 또한, 게임은 다수의 경로로 승리를 이끌 수 있다는 점에서 매력적입니다.","오부족은 풍부한 전략과 미니멀한 럭으로 많은 플레이어들로부터 호평을 받았습니다. 게임 규칙이 다소 복잡하긴 하지만, 이해하고 나면 매우 재미있게 즐길 수 있다는 평이 많아요. 플레이어는 캐릭터의 특성을 이용하여 전략적으로 움직여야 하며, 이에 따라 게임 결과가 달라지는 점이 흥미롭다는 의견이 많았습니다. 그러나 배경 설정이나 테마가 담긴 이야기 부분은 다소 희박하다는 측면도 있습니다. 다만, 시스템의 독특함과 전략적인 요소, 높은 재시도성이 중점적인 평가였습니다. 이 게임을 통해 사람들은 자신만의 전략을 펼치며 재미있게 시간을 보낼 수 있다는 점을 좋아했습니다."
176,Cities of Splendor,스플렌더 : 찬란한도시,45,2,4,"""스플렌더:찬란한도시""는 자원 관리 및 타일 부표 시스템 메커니즘을 가진 전략 보드게임입니다. 각 플레이어는 수집한 젬을 이용해 개발 카드를 구매하고, 그 카드로 노블 타일을 얻는 것이 목표입니다. 젬을 최대한 효율적으로 관리하고 올바른 타일을 선택하여 최고의 도시를 만드는 전략이 중요합니다. 각 개발 카드와 노블 타일은 특정한 점수를 가지고 있으며, 누가 가장 많은 점수를 얻는지에 따라 승자가 결정됩니다. 이 게임은 빠른 플레이 타임과 쉬운 규칙으로 입문자들에게 이상적입니다.","스플렌더: 찬란한 도시 확장판인 ""Cities of Splendor""에 대한 사용자들의 평가는 다양하게 나타납니다. 많은 사용자들이 새로운 전략적 요소와 다양성을 제공한다며 만족을 표현한 반면, 일부 사용자들은 본 게임의 간결한 매력이 사라졌다는 의견을 내립니다. 또한, 다양한 모듈 중 일부는 플레이어 수에 따라 균형이 맞지 않을 수 있음에 유의하셔야 합니다. 하지만 전체적으로 이 확장판은 기존 게임을 좋아하는 사용자들에게 더 많은 재미를 제공하며, 더 깊이 있는 전략을 요구하는 경향이 있습니다. 그러므로 주어진 규칙에 대한 이해도가 낮은 초보자들에게는 추천하기 어렵지 않을까 싶습니다."
177,Wizard,위자드,45,3,6,"위자드는 트릭-테이킹 게임의 한 종류로 3~6명의 플레이어가 참가할 수 있다. 라운드마다 플레이어들은 덱에서 카드를 받고, 각자 이 라운드에서 자신이 이길 횟수를 예측한다. 그리고 순서대로 카드를 내서, 가장 높은 카드를 낸 사람이 해당 트릭을 이긴다. 이때 '위자드'와 '예언자' 카드는 특별한 기능을 가지는데, 특히 '위자드' 카드는 항상 라운드를 이길 수 있다. 하지만 중요한 것은 테이킹을 예측하는 것으로, 예측한 트릭 수와 실제 이긴 트릭 수가 같아야 점수를 얻을 수 있다.","위자드는 주로 칭찬을 받는 보드 게임입니다. 사용자들은 해당 게임의 간단한 규칙과 짧은 플레이 시간, 그리고 높은 재미 요소를 좋아합니다. 알려주기 쉽고 배우기도 쉬운 이 게임은 아이부터 어른까지 누구나 손쉽게 즐길 수 있다는 점이 긍정적으로 평가됩니다. 다만 일부 사용자들은 게임이 진행될수록 복잡해지는 전략적 요소나 가끔 불확실성 요소를 언급하며, 이에 대해 다소 혼란스러워하기도 합니다. 이에 불구하고, 대체로 위자드는 플레이어들 사이에서 높은 만족도를 보이는 게임으로 인식됩니다."
178,Gift of heart,마음의선물,30,3,6,"마음의선물은 감정 지향적인 전략 보드게임입니다. 플레이어들은 서로 선물을 주고받으며 가장 깊은 정서적 연결을 만드는 것을 목표로 합니다. 각 선물은 특정 감정을 나타내며, 플레이어들은 다른 플레이어에게 선물을 주면서 그들의 감정 상태를 추측하고 파악해야 합니다. 이 게임은 다른 플레이어의 감정을 이해하고 공감하는 능력을 키우는 데 깊은 초점을 두고 있습니다. 마음의선물은 그림 카드, 감정 카드, 선물 카드 등 다양한 구성요소로 구성되어 있습니다.","""마음의 선물"" 보드게임에 대한 사용자 평가들을 토대로 요약하기 위해 받아들였습니다. 사용자들은 이 게임이 친목을 도모하고, 서로에 대한 이해를 증진하기에 뛰어나다고 평가하였습니다. 또한 놀이 방식이 참신하고 이해하기 쉽다는 의견이 대부분입니다. 하지만, 일부 사용자들은 게임 모두가 참여할 수 있는 표현이나 상황들이 더 다양해졌으면 좋겠다는 제안도 있었으며, 세트 장식 요소의 품질에 대한 아쉬움도 드러냈습니다. 전반적으로 ""마음의 선물""는 팀워크, 소통, 이해와 같은 가치를 공유하는데 중점을 둔 게임이라는 것에 대한 공감이 다수 있었습니다."
179,Stock Pile,스탁파일,45,3,5,"스탁파일은 주식 거래를 주제로 한 전략 보드게임입니다. 플레이어들은 특정 회사의 주식 가격 변동을 예측하고, 적절한 타이밍에 매입, 매도하여 최종적으로 가장 많은 돈을 모으는 사람이 승리하는 게임입니다. 주식 가격은 라운드마다 랜덤으로 결정되지만, 플레이어들만의 비밀 정보가 있어서 블러핑 요소를 전략적으로 활용할 수 있습니다. 이 게임은 주식 시장의 복잡성을 단순화하여, 누구나 쉽고 재미있게 플레이할 수 있도록 되어 있습니다.","많은 사용자분들이 스탁파일에 대해 매우 긍정적인 평가를 내린 것으로 확인되었습니다. 사용자분들은 이 게임이 주식시장 컨셉과 접근성을 잘 결합하여 참여자들이 즐길 수 있도록 제작되었다고 표현하셨습니다. 또한, 은밀한 정보와 투자전략 등을 활용하여 이길 수 있다는 점에서 전략적인 요소도 충분하다는 점을 높게 평가하셨습니다. 특히, 규칙이 쉽고 플레이 시간이 적당하다는 점에서 어린이부터 성인까지 즐길 수 있는 가족용 보드게임으로 인기를 얻고 있습니다. 하지만 일부 사용자들은 게임의 재프레이 가치에 대해 이견을 주장하는 의견도 있었습니다."
180,Mafia de Cuba,마피아 데 쿠바,20,6,12,"마피아 데 쿠바는 블러프와 심리전을 요구하는 파티 보드게임입니다. 플레이어들은 회전하는 시가상자를 전달 받으며, 그 안에 든 다이아몬드나 역할 토큰을 선택하여 시가상자를 다음 사람에게 전달합니다. 플레이어들이 선택한 역할에 따라 시나리오가 달라집니다. 마피아보스는 자신의 다이아몬드를 도난당한 범인을 찾아야하며, 플레이어들은 본인의 역할을 숨기거나 밝히며 게임을 진행합니다.","마피아 데 쿠바는 많은 사용자들로부터 긍정적인 평가를 받았습니다. 전략적 사고와 심리전이 중요하다는 점에서 매우 흥미롭다는 의견이 많았으며, 아이디어가 참신하며 게임도 매우 짜임새 있게 만들어졌다는 점을 칭찬하였습니다. 그러나 몇몇 사용자들은 게임의 규칙이 처음에는 이해하기 어렵다는 단점을 언급하였으나, 몇 번의 플레이를 통해 쉽게 익힐 수 있었다는 후기도 있었습니다. 또한, 그룹 활동에 적합하여 친구들과의 모임이나 파티에서 큰 인기를 끈다는 점도 많이 언급되었습니다."
181,Mafia de Cuba,마피아 데 쿠바,20,6,12,"마피아 데 쿠바는 먼저 주인공 마피아 대부가 되는 사람이 배정되고, 그 후 코히바 시가 상자를 한 사람씩 전달하며 게임이 시작되는 블러핑 게임입니다. 상자안에 있는 다이아몬드와 역할 칩을 훔쳐서 자신의 역할을 정하고, 마피아 대부는 상자를 다시 받아 몇 개의 다이아몬드가 없어졌는지 확인합니다. 이후 각자 역할에 따라 블러핑을 하고 배신자와 보조자, FBI 요원 등을 찾아내는 게임이 진행됩니다. 친구들과 함께 속임수와 협력이 뒤섞인 긴장감 넘치는 게임을 즐기고 싶다면 마피아 데 쿠바를 추천합니다.","마피아 데 쿠바에 대한 사용자들의 만족도는 다양하게 표현되어 있습니다. 큰 부분에서는 이 게임의 뛰어난 블러핑 요소와 고유한 테마, 그리고 동시에 다수의 유저와 함께 즐길 수 있다는 점이 크게 인기를 끌었다는 의견이 많습니다. 하지만 일부 사용자들은 규칙 설명이 복잡하다거나, 게임의 재미를 제대로 느끼기 위해선 동시에 많은 사람들과 함께 해야 한다는 점을 지적하였습니다. 일부 사용자들은 게임의 재미를 느끼기에 충분한 전략적 요소가 부족하다는 의견도 있었습니다."
182,Celestia,셀레스티아,30,2,6,"셀레스티아는 2-6명이 참가할 수 있는 팀 게임입니다. 모험을 통해 가장 많은 점수를 획득하는 것이 목표입니다. 참가자들은 함께 공기선을 타고 여행하며, 각 차례마다 주사위를 굴려 현재의 날씨와 조건을 결정합니다. 참가자들은 이를 바탕으로 진행할지 후퇴할지 결정하게 되고, 공기선이 전복되면 모든 서로 공유한 보상이 사라지지만, 성공적으로 진행한다면 더 큰 보상을 얻게 됩니다. 또한, 카드를 사용하여 상황을 유리하게 만들 수도 있습니다. 셀레스티아는 블러핑과 심리 전략, 감히 메커니즘에 중점을 둔 게임입니다.","사용자들의 평가를 보시면 셀레스티아는 전략적인 결정과 운, 그리고 블러핑 요소를 적절히 섞어 재미있는 빠른 판 게임으로 많이 사랑받고 있습니다. 게임 규칙이 쉬워 누구나 쉽게 즐길 수 있으며, 그래픽과 부품질도 깔끔한 편이라는 칭찬의 목소리가 많습니다. 또한 상황 판단과 적절한 타이밍에 대한 중요성을 강조하며 흥미진진한 게임 플레이를 제공한다고 평가되었습니다. 하지만 독특한 룰로 인해 처음에는 조금 헷갈려 할 수 있다는 의견도 있었습니다. 이런 다양한 평가들을 종합해 보면 셀레스티아는 누구나 즐길 수 있는 가벼운 전략 게임으로, 매력적인 분위기와 도전적인 게임성을 동시에 제공한다는 결론을 내릴 수 있습니다."
